planet name,is_berger,rocky planet name,rocky period,rocky per err,rocky rad,rocky rad err,rocky planet mass,rocky planet mass err,env planet name,env period,env per err,env rad,env rad err,env planet mass,env planet mass err,env mass flag,planet reference,star mass,star mass err,star age,star age err,star rad,star rad err,star temp,star temp err,star met,star met err,PEprob,CPMLprob,PRVprob,PE min mass,CPML min mass,PRV min mass,PE200prob,PE1000prob,CPML900prob,CPML1100prob,PRV10prob
Kepler-107,1.0,Kepler-107 c,4.901452,0.0,1.505963495,0.07960233,10.0,2.0,Kepler-107 e,14.749143,1.9e-05,2.737515371,0.141566316,14.1,3.3,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.174119245,0.074028699,4.164,2.338,1.367033016,0.068096329,5996.385043,182.0390449,0.147309432,0.132135579,0.962929,0.940903,0.99918,2.795710148,5.774412915,3.410122319,0.960229,0.955587,0.94043,0.934768,0.999256
Kepler-107,1.0,Kepler-107 d,7.95839,0.00012,0.810976037,0.069745941,7.7,,Kepler-107 e,14.749143,1.9e-05,2.737515371,0.141566316,14.1,3.3,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.174119245,0.074028699,4.164,2.338,1.367033016,0.068096329,5996.385043,182.0390449,0.147309432,0.132135579,0.954574,0.94602,0.999978,0.389197541,1.080314972,0.597039017,0.966377,0.965298,0.95086,0.952785,0.999968
Kepler-114,1.0,Kepler-114 b,5.188549,1.2e-05,1.338328177,0.164460192,,,Kepler-114 c,8.041,1.1e-05,2.108594585,0.339302596,2.8,0.6,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.71516077,0.03887533,11.979,10.333,0.711489231,0.021242589,4538.815666,70.91227362,0.160063477,0.13653746,0.470089,0.149054,0.528966,2.913196212,4.72656502,2.636561894,0.464483,0.509308,0.145283,0.145779,0.522133
Kepler-114,1.0,Kepler-114 b,5.188549,1.2e-05,1.338328177,0.164460192,,,Kepler-114 d,11.776,4e-06,3.334215221,0.53227872,3.9,1.7,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.71516077,0.03887533,11.979,10.333,0.711489231,0.021242589,4538.815666,70.91227362,0.160063477,0.13653746,0.497421,0.130544,0.750549,3.599704278,7.784106771,2.355039646,0.465603,0.630769,0.118609,0.131742,0.921554
Kepler-20,1.0,Kepler-20 b,3.6961049,1.6e-06,1.718847304,0.076930667,9.7,1.3,Kepler-20 d,77.611455,9.6e-05,2.526404999,0.106196437,13.4,3.65,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.835637,0.828392,0.997694,1.4232654,4.831390613,2.911516217,0.820815,0.819066,0.831307,0.798504,0.997864
Kepler-20,1.0,Kepler-20 b,3.6961049,1.6e-06,1.718847304,0.076930667,9.7,1.3,Kepler-20 c,10.8540774,2.1e-06,2.805608551,0.112134697,11.1,2.1,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.831064,0.605019,0.990436,5.037685269,9.898558722,5.563465124,0.821684,0.82379,0.583804,0.599446,0.9904
Kepler-20,1.0,Kepler-20 e,6.0984882,9.9e-06,0.795924182,0.037105658,0.76,,Kepler-20 d,77.611455,9.6e-05,2.526404999,0.106196437,13.4,3.65,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.046849,0.827742,0.999795,20.0,0.543711565,0.459332626,0.044935,0.805653,0.833843,0.837534,0.999822
Kepler-20,1.0,Kepler-20 e,6.0984882,9.9e-06,0.795924182,0.037105658,0.76,,Kepler-20 c,10.8540774,2.1e-06,2.805608551,0.112134697,11.1,2.1,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.834373,0.832559,1.0,0.614380131,1.168015034,0.561092677,0.823036,0.048948,0.826057,0.822617,1.0
Kepler-20,1.0,Kepler-20 f,19.578328,4.8e-05,0.922923122,0.073882355,1.4,,Kepler-20 d,77.611455,9.6e-05,2.526404999,0.106196437,13.4,3.65,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.804742,0.803383,0.999763,0.783805466,1.497641896,0.640196837,0.831259,0.824532,0.799373,0.82496,0.999769
Kepler-20,1.0,Kepler-20 f,19.578328,4.8e-05,0.922923122,0.073882355,1.4,,Kepler-20 c,10.8540774,2.1e-06,2.805608551,0.112134697,11.1,2.1,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.81383,0.810716,1.0,2.655673656,3.112092207,0.985314891,0.790554,0.830707,0.833536,0.822152,0.999998
Kepler-26,1.0,Kepler-26 d,3.543919,1.5e-05,1.146614663,0.092646361,,,Kepler-26 c,17.2559,0.0006,3.257671523,0.208552122,6.2,0.65,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.588375393,0.014404976,12.423,9.3205,0.610674832,0.015133959,3961.211671,19.88998154,-0.118982907,0.120119832,0.915273,0.884226,1.0,1.485048469,3.92572873,1.167238385,0.925942,0.91893,0.875519,0.883836,1.0
Kepler-26,1.0,Kepler-26 d,3.543919,1.5e-05,1.146614663,0.092646361,,,Kepler-26 b,12.28,0.0003,3.329531888,0.203011081,5.12,0.63,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.588375393,0.014404976,12.423,9.3205,0.610674832,0.015133959,3961.211671,19.88998154,-0.118982907,0.120119832,0.912043,0.668798,1.0,1.813283064,4.365738986,1.279393794,0.91668,0.900877,0.651738,0.701619,1.0
Kepler-305,1.0,Kepler-305 e,3.20538,1.4e-05,1.68108,0.09232,,,Kepler-305 c,8.291,3.1e-05,3.213322261,0.802023006,6.0,2.3,0.0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0.795741844,0.041446213,8.089,7.976,0.778810487,0.028202047,4959.572482,86.71021594,0.093230609,0.140013107,0.482348,0.082775,0.580556,5.64658491,12.74509133,5.282174505,0.435544,0.731554,0.06934,0.079899,0.577173
Kepler-305,1.0,Kepler-305 e,3.20538,1.4e-05,1.68108,0.09232,,,Kepler-305 b,5.487,1.24e-05,3.505442466,0.876790147,10.5,2.3,0.0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0.795741844,0.041446213,8.089,7.976,0.778810487,0.028202047,4959.572482,86.71021594,0.093230609,0.140013107,0.657927,0.180154,0.91628,8.080157956,16.16552449,6.110396737,0.572792,0.579947,0.178738,0.194342,0.922365
Kepler-36,1.0,Kepler-36 b,13.86825,0.0005,1.432183426,0.089321872,3.83,0.105,Kepler-36 c,16.21865,0.0001,3.504239236,0.155081022,7.13,0.18,0.0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,1.169050155,0.078454098,4.494,1.6665,1.558030244,0.068614873,6126.079905,168.7378577,-0.058955481,0.13782329,0.754269,0.116566,0.99692,6.172313505,9.200302405,3.814568674,0.892412,0.991129,0.091497,0.141896,0.997344
Kepler-411,1.0,Kepler-411 b,3.005156,2e-06,2.144213369,0.066719393,25.6,2.6,Kepler-411 d,58.02035,0.00056,2.998674336,0.093715699,15.2,5.1,0.0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,0.757504756,0.041088937,9.263,8.743,0.739021647,0.022313983,4746.423364,69.04224685,0.126286079,0.139495048,0.857921,0.58068,0.995515,3.190392549,13.36950052,1.0,0.858801,0.971987,0.576862,0.598053,0.995805
Kepler-411,1.0,Kepler-411 b,3.005156,2e-06,2.144213369,0.066719393,25.6,2.6,Kepler-411 c,7.834435,2e-06,3.61936768,0.109579899,26.4,5.9,0.0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,0.757504756,0.041088937,9.263,8.743,0.739021647,0.022313983,4746.423364,69.04224685,0.126286079,0.139495048,0.961969,0.369574,0.961585,14.01144478,29.84300834,15.06720499,0.954765,0.868982,0.363473,0.391099,0.960061
Kepler-595,1.0,Kepler-595 c,12.38602,5e-06,1.039813123,0.307178855,3.3,1.35,Kepler-595 b,25.3029092,6e-06,3.821236024,1.125241602,17.4,5.45,0.0,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,0.876736034,0.042014707,5.438,6.1155,0.844849688,0.027276461,5165.796034,82.64925872,0.233005869,0.122084123,0.839893,0.835045,0.976331,3.488787013,5.050315513,1.084533237,0.822533,0.829741,0.817481,0.836853,0.984856
Kepler-68,1.0,Kepler-68 c,9.605027,1.3e-05,0.925973426,0.046781431,1.3,,Kepler-68 b,5.39875259,5.2e-07,2.229335519,0.106238458,8.03,0.67,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.095870406,0.07044366,4.353,3.189,1.19148304,0.054766331,5904.524789,161.5222427,0.143619889,0.137786295,0.930498,0.931707,1.0,1.478374897,2.100759759,0.879845922,0.913582,0.906373,0.939763,0.920516,1.0
Kepler-80,1.0,Kepler-80 d,3.07222,5e-05,1.586252328,0.106031812,6.75,0.6,Kepler-80 e,4.64489,0.000195,1.658825995,0.104010195,4.13,0.88,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.015335,0.057174,0.182154,20.0,20.0,20.0,0.023395,0.793196,0.063189,0.055611,0.187873
Kepler-80,1.0,Kepler-80 d,3.07222,5e-05,1.586252328,0.106031812,6.75,0.6,Kepler-80 b,7.05246,0.00021,2.768165804,0.15503963,6.93,0.875,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.817107,0.168228,0.943376,4.268185254,9.05371621,4.373769166,0.791374,0.794164,0.167878,0.174712,0.947269
Kepler-80,1.0,Kepler-80 d,3.07222,5e-05,1.586252328,0.106031812,6.75,0.6,Kepler-80 c,9.52355,0.00035,2.840739472,0.164318104,6.74,1.045,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.799486,0.203755,0.959515,3.686544199,8.631521605,3.998927225,0.785949,0.009126,0.20145,0.203691,0.970794
Kepler-80,1.0,Kepler-80 f,0.9867873,6e-08,1.254487144,0.077334627,,,Kepler-80 e,4.64489,0.000195,1.658825995,0.104010195,4.13,0.88,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.772623,0.816937,0.997349,0.944586384,1.901835181,1.528189164,0.755498,0.812304,0.79908,0.79468,0.997804
Kepler-80,1.0,Kepler-80 f,0.9867873,6e-08,1.254487144,0.077334627,,,Kepler-80 b,7.05246,0.00021,2.768165804,0.15503963,6.93,0.875,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.8031,0.802248,1.0,0.990335387,3.052393304,1.367894841,0.830922,0.805084,0.817862,0.810058,1.0
Kepler-80,1.0,Kepler-80 f,0.9867873,6e-08,1.254487144,0.077334627,,,Kepler-80 c,9.52355,0.00035,2.840739472,0.164318104,6.74,1.045,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.806846,0.806019,1.0,0.875038316,2.882576481,1.290663715,0.809385,0.715112,0.798394,0.817314,1.0
Kepler-80,1.0,Kepler-80 g,14.64558,0.00012,1.176283078,0.150134136,,,Kepler-80 e,4.64489,0.000195,1.658825995,0.104010195,4.13,0.88,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.027174,0.330263,0.715161,20.0,20.0,2.864370373,0.031545,0.707824,0.326601,0.342262,0.702553
Kepler-80,1.0,Kepler-80 g,14.64558,0.00012,1.176283078,0.150134136,,,Kepler-80 b,7.05246,0.00021,2.768165804,0.15503963,6.93,0.875,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.643622,0.447225,0.99214,5.619121578,7.346328265,2.517688046,0.611938,0.773887,0.447742,0.466443,0.993132
Kepler-80,1.0,Kepler-80 g,14.64558,0.00012,1.176283078,0.150134136,,,Kepler-80 c,9.52355,0.00035,2.840739472,0.164318104,6.74,1.045,0.0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.711583,0.474534,0.990396,4.728463468,6.898623604,2.172905951,0.684409,0.020534,0.480811,0.498142,0.993675
Kepler-82,1.0,Kepler-82 d,2.382961,5e-06,1.664057385,0.359836291,,,Kepler-82 b,26.44,0.48,4.008136176,0.151909681,12.15,0.915,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.930020347,0.049561373,3.777,4.3305,0.883536193,0.031963099,5490.711269,109.603586,0.032581171,0.140124928,0.802563,0.567315,0.956002,3.713126196,10.2151459,3.099525821,0.793193,0.78996,0.571305,0.560386,1.0
L 98-59,1.0,L 98-59 b,2.2531136,1.35e-06,0.824650229,0.045330093,0.4,0.155,L 98-59 c,3.6906745,2.5e-06,1.280308875,0.071104046,2.42,0.345,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,0.278946577,0.010286497,13.791,10.006,0.300968432,0.014398716,3386.785598,51.71852892,-0.303249442,0.14630701,0.703913,0.918802,1.0,0.54797101,0.725474253,0.620626427,0.799866,0.704959,0.915623,0.918985,0.999999
L 98-59,1.0,L 98-59 b,2.2531136,1.35e-06,0.824650229,0.045330093,0.4,0.155,L 98-59 d,7.450729,6e-06,1.519956433,0.084315106,2.31,0.455,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,0.278946577,0.010286497,13.791,10.006,0.300968432,0.014398716,3386.785598,51.71852892,-0.303249442,0.14630701,0.911825,0.911421,0.9999,0.243233021,0.677944859,0.61058028,0.908274,0.929025,0.906966,0.916546,0.99996
LP 791-18,1.0,LP 791-18 b,0.9479981,2.1e-06,1.114173738,0.056352056,,,LP 791-18 c,4.9899093,7.3e-06,2.239489213,0.093682732,7.1,0.7,0.0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,0.138997417,0.005076763,13.786,9.8385,0.167453365,0.006878531,2953.761393,37.68670384,0.097980104,0.207332271,0.924086,0.923885,1.0,0.655632436,2.255319995,1.016213125,0.944608,0.918353,0.92581,0.917045,1.0
LP 791-18,1.0,LP 791-18 d,2.753436,1.3e-05,0.948326237,0.042281142,0.9,0.45,LP 791-18 c,4.9899093,7.3e-06,2.239489213,0.093682732,7.1,0.7,0.0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,0.138997417,0.005076763,13.786,9.8385,0.167453365,0.006878531,2953.761393,37.68670384,0.097980104,0.207332271,0.916598,0.916846,1.0,0.875532039,2.168987928,0.834586085,0.920755,0.92239,0.920088,0.902674,1.0
LTT 3780,1.0,LTT 3780 b,0.76837883,5.2e-07,1.310160897,0.070209158,2.47,0.24,LTT 3780 c,12.252196,3.5e-05,2.314479818,0.146237769,7.02,0.68,0.0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.358318179,0.010682589,14.355,9.835,0.378910088,0.015473191,3369.658747,21.70527539,0.041410031,0.128408135,0.926182,0.926279,1.0,0.676765671,2.439736491,1.239812956,0.921029,0.922055,0.907994,0.923312,1.0
TOI-1468,1.0,TOI-1468 b,1.8805136,2.5e-06,1.317951424,0.080183576,3.21,0.24,TOI-1468 c,15.532482,3.35e-05,2.125196663,0.121177352,6.64,0.675,0.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,0.329203772,0.015660697,14.89,9.648,0.350001424,0.015382976,3412.075032,42.08445905,-0.207999602,0.150001907,0.929046,0.928822,1.0,0.93384589,2.829090296,1.495768133,0.939967,0.936992,0.930859,0.955089,1.0
TOI-270,1.0,TOI-270 b,3.3601538,4.8e-06,1.11330208,0.045201843,1.58,0.26,TOI-270 d,11.379573,1.3e-05,1.968485836,0.070115451,4.78,0.43,0.0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,0.338590438,0.009904973,14.74,9.7515,0.349543287,0.011540787,3532.377983,41.97547309,-0.456802358,0.099923589,0.918898,0.918735,1.0,0.911949701,2.141627323,1.158969217,0.929151,0.933313,0.918447,0.938781,1.0
TOI-270,1.0,TOI-270 b,3.3601538,4.8e-06,1.11330208,0.045201843,1.58,0.26,TOI-270 c,5.6605731,3.1e-06,2.173607931,0.076701182,6.15,0.37,0.0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,0.338590438,0.009904973,14.74,9.7515,0.349543287,0.011540787,3532.377983,41.97547309,-0.456802358,0.099923589,0.934016,0.93442,1.0,1.548960303,2.975605581,1.380983231,0.93204,0.926788,0.942837,0.92114,1.0
TOI-431,1.0,TOI-431 b,0.490047,8.5e-06,1.314462879,0.068252354,3.07,0.35,TOI-431 d,12.46103,2e-05,3.378580375,0.167840483,9.9,1.51,0.0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.775074859,0.039778384,9.564,8.861,0.749484543,0.023329878,4783.796858,71.26620395,0.13410768,0.139414567,0.8802,0.879986,1.0,0.650769571,2.724021455,1.119257504,0.867343,0.868914,0.880998,0.864822,1.0
